;s_1_1;s_1_2;s_1_3;s_2_1;s_3;s_4;s_5;s_6;s_7;s_8;s_9;s_10;s_11;s_12;s_13;s_14;s_15;s_16;s_17;s_18;s_19;s_20_1;s_20_2;s_20_3;s_20_4;s_20_5;s_20_6;s_20_7;s_20_8;s_20_9;s_20_10;s_20_11;s_20_12;s_172;s_22;s_23;s_24_1;s_24_2;s_24_3;s_24_4;s_24_5;s_24_6;s_24_7;s_24_8;s_24_9;s_24_10;s_24_11;s_24_12;s_24_13;s_24_14;s_24_15;s_24_16;s_25;s_26;s_27;s_28;s_29;s_30;s_31;s_32;s_33;s_34;s_35;s_37;s_39;s_40;s_41;s_42;s_43;s_44;s_45;s_46;s_47;s_48;s_49;s_50;s_51;s_52;s_53;s_54;s_55;s_56;s_57;s_58;s_59;s_60;s_61;s_62;s_63;s_64;s_65;s_66;s_67;s_68;s_69;s_70;s_71;s_72;s_73;s_74;s_75;s_76;s_77;s_78;s_79;s_80;s_81;s_83;s_113;s_114;s_115;s_185;s_184;s_116;s_187;s_188;s_190;s_133;s_134;s_135;s_136;s_137;s_138;s_139;s_140;s_141;s_142;lang;stato_1;stato_2;stato_3;stato_4;stato_5
1520;1;1;1;1;2;32;Colombia;5;1;1;1;1;6;1;1;6;5;6;6;6;19;1;1;1;1;1;1;1;0;0;0;0;0;NA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;NA;6;4;6;1;1;1;1;1;2;2;1;2;2;4;5;4;4;2;4;5;2;2;5;5;6;6;4;2;5;2;6;2;3;5;1;7;6;3;6;4;2;7;7;6;4;6;6;6;5;6;1;6;1;NA;2;2;4;2;4;1;3;4;1;5;3;5;5;5;4;5;4;4;3;3;0;0;0;1;0
1521;1;1;1;1;2;44;NA;5;1;2;1;3;6;2;1;6;6;5;6;6;14;1;0;1;1;1;1;1;0;1;0;1;0;NA;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;NA;6;5;5;1;6;6;6;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;4;4;4;1;1;1;1;1;1;1;1;1;2;2;1;1;5;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;0;0;1;0;0
1522;1;1;1;1;2;39;Peru;5;1;1;1;2;6;1;1;6;4;6;6;6;17;1;1;1;1;1;1;1;0;1;0;1;0;NA;1;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3;NA;5;5;6;2;1;1;2;2;2;2;2;2;2;1;1;1;2;5;1;3;1;1;1;2;1;2;1;1;1;5;1;1;2;2;5;5;5;1;2;1;1;1;6;1;1;1;1;1;4;4;5;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;1;0
1523;1;1;1;1;1;39;NA;5;1;1;1;3;5;1;1;6;5;5;5;6;0;1;1;1;1;0;1;0;0;0;0;1;0;NA;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;NA;6;4;5;2;2;5;6;2;2;2;2;2;2;3;4;2;2;5;4;2;2;2;2;2;2;2;2;2;2;6;1;2;5;2;2;2;4;4;5;2;2;2;4;2;2;4;6;6;6;2;6;6;3;NA;2;1;1;1;1;1;1;1;1;1;1;1;4;4;1;4;4;3;2;7;0;0;0;1;0
1524;1;1;1;1;2;49;Colombia;2;1;3;1;2;6;1;1;6;6;6;6;6;NA;1;0;1;1;1;1;1;0;1;0;1;0;NA;2;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1525;1;1;1;1;2;24;Colombia;4;2;1;1;1;6;1;1;5;5;5;5;6;10;1;0;1;1;1;1;1;0;0;0;1;0;NA;3;NA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;no;6;4;5;2;2;1;4;1;2;2;1;1;1;2;3;2;2;2;5;2;5;2;3;2;4;3;3;2;4;7;3;4;4;2;5;4;4;3;3;2;2;2;5;4;2;3;6;3;3;2;2;1;4;No;2;2;3;4;1;2;2;1;2;3;3;4;5;3;3;5;NA;3;3;3;0;0;0;1;0
1526;1;1;1;1;1;21;Colombia;8;1;3;1;1;6;1;1;6;5;6;6;6;12;1;1;1;1;1;0;1;0;1;0;1;0;NA;1;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;NA;5;5;6;2;1;1;1;2;2;2;2;2;2;2;4;2;4;4;4;4;2;1;4;2;4;3;1;1;1;1;1;2;2;1;3;6;5;3;2;1;1;1;4;2;1;2;2;1;1;1;6;1;6;NA;1;2;2;1;1;1;1;1;1;1;2;3;5;4;2;5;4;3;2;3;0;0;0;1;0
1527;1;1;1;1;2;26;Colombia;5;2;1;1;1;6;1;1;6;5;6;6;5;20;1;1;1;1;1;1;0;0;0;0;0;0;NA;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;NA;5;2;5;2;1;1;2;2;2;2;1;2;2;1;1;1;4;5;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;6;6;1;1;1;1;1;6;1;1;1;1;4;1;1;6;1;6;NA;2;1;1;1;1;2;1;1;1;3;3;3;3;4;3;4;4;3;2;3;0;0;0;1;0
1528;1;1;1;1;2;22;Colombia;4;1;1;1;3;6;1;1;5;1;6;5;5;8;0;0;1;1;1;1;1;0;0;0;1;0;NA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;6;4;5;4;1;1;4;1;2;2;1;2;2;1;5;2;3;2;6;2;1;3;1;6;6;4;4;2;1;6;1;1;5;1;5;5;4;5;6;2;4;2;6;1;1;6;6;6;4;1;6;1;1;NA;2;2;4;2;2;2;3;1;1;4;4;4;4;3;4;4;3;5;3;3;0;0;0;1;0
1529;1;1;1;1;2;22;Colombia;4;2;4;1;2;6;1;2;6;6;6;5;6;15;1;0;1;1;1;1;0;1;0;0;1;0;NA;3;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;NA;6;4;6;1;1;1;6;2;2;2;2;2;2;7;4;4;1;1;3;1;1;1;1;1;1;4;1;3;1;1;1;1;1;1;6;6;6;1;1;1;1;3;6;1;1;1;1;1;1;1;6;1;3;NA;2;2;2;1;2;2;1;1;1;2;3;3;3;4;3;3;3;2;1;3;0;0;0;1;0
1530;1;1;1;1;1;21;France;5;1;3;1;1;5;1;1;5;2;5;5;5;30;1;1;0;1;0;1;1;0;1;0;1;0;NA;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;0;0;1;0;0
1531;1;1;1;1;2;62;Colombia;5;1;2;1;1;6;1;1;6;6;6;6;6;12;0;0;0;1;0;1;1;0;0;0;1;1;circulación co documento de autorizacion;1;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;habilitando páginas de internet para ver películas cursos documentales;6;6;6;1;1;1;4;2;2;2;2;2;2;1;1;1;7;7;1;7;1;1;1;1;1;1;1;1;1;4;1;1;1;1;4;6;4;1;4;1;1;1;6;4;2;4;4;1;2;1;6;1;6;NA;1;1;1;1;1;1;1;1;1;2;1;3;5;5;3;5;5;2;2;3;0;0;0;1;0
1532;1;1;1;1;1;60;Italy;2;1;2;1;1;6;6;6;6;6;6;6;6;20;1;0;0;1;0;1;1;0;1;0;0;0;NA;2;110;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;6;6;6;1;1;5;1;2;2;2;2;1;2;4;4;1;1;5;6;1;1;1;6;3;2;4;1;1;1;4;3;1;1;3;5;6;5;2;6;1;1;5;1;1;1;1;6;1;6;6;6;6;6;NA;1;1;1;1;1;1;1;1;1;1;2;3;4;4;3;1;4;2;3;5;0;0;0;1;0
1533;1;1;1;1;1;57;Spain;5;1;3;1;1;6;1;1;6;6;6;6;6;25;1;1;1;1;1;1;1;1;1;0;0;0;NA;3;120;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;pasados los días y teniendo espacio y acceso a vistas hacia la calle a jardines y mucha tecnología ya no es tan difícil pero lo deseable es ser libre;6;5;6;1;1;2;1;2;2;2;1;2;2;4;4;4;2;2;2;5;2;1;5;3;4;4;2;1;1;3;4;2;2;2;5;2;5;4;5;1;4;5;1;5;5;4;4;2;3;3;5;NA;NA;En este bloque de preguntas hace mucha falta la opción de respuesta NO PROCEDE;2;2;2;2;3;3;2;1;1;3;4;4;4;3;4;4;2;3;3;3;0;0;0;1;0
1534;1;1;1;1;1;33;Colombia;8;1;1;1;1;5;1;1;6;6;5;5;5;11;1;0;1;1;1;1;0;0;0;0;1;0;NA;2;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;NA;6;4;5;5;4;6;6;1;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1535;1;1;1;1;2;42;Colombia;5;1;3;1;1;6;1;1;6;2;6;6;6;15;1;0;1;1;1;0;1;0;1;0;1;0;NA;1;120;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;3;NA;5;2;2;3;2;1;6;1;2;2;1;2;1;2;3;5;3;3;3;3;5;4;2;3;2;4;1;1;1;5;2;1;4;1;5;4;6;2;4;2;2;1;5;3;4;1;1;1;5;4;5;2;5;NA;2;2;1;2;2;1;1;1;1;3;3;3;4;4;3;4;4;3;3;3;0;0;0;1;0
1536;1;1;1;1;1;41;Colombia;8;1;2;1;1;6;6;1;6;6;6;6;6;11;1;0;1;1;1;1;1;1;1;0;1;0;NA;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;6;6;6;1;1;2;4;2;2;2;2;2;2;4;5;5;1;2;3;3;2;1;5;7;7;5;2;1;1;3;5;1;1;2;5;6;3;2;5;1;1;2;6;2;2;2;2;2;2;2;5;2;6;NA;1;1;1;1;1;1;1;1;1;3;3;3;3;4;2;4;4;3;2;3;0;0;0;1;0
1537;1;1;1;1;1;21;Colombia;4;1;3;1;1;5;1;1;5;5;6;6;5;7;1;1;1;1;0;1;1;0;0;0;1;0;NA;1;4;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;NA;4;4;6;4;2;2;2;1;2;2;2;2;2;4;5;5;3;2;2;4;2;4;5;4;4;4;2;2;4;2;2;2;5;2;6;4;5;2;4;2;2;2;4;6;6;2;2;2;2;2;5;2;4;NA;1;1;1;1;2;3;1;1;1;2;1;1;4;4;4;4;3;4;3;3;0;0;0;1;0
1538;1;1;1;1;2;23;Colombia;4;2;4;1;3;6;1;1;6;6;6;5;6;NA;0;0;0;1;0;1;1;0;0;0;1;0;NA;3;6;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;3;NA;6;4;4;1;1;1;4;1;1;2;1;2;1;3;4;1;5;4;3;5;2;4;1;4;5;4;4;4;4;6;1;4;5;5;2;2;1;4;4;3;3;4;3;2;1;4;5;5;3;2;5;3;5;NA;2;3;4;3;2;1;3;3;1;3;3;3;4;5;3;3;3;3;3;3;0;0;0;1;0
1539;1;1;1;1;2;39;Colombia;4;1;1;1;1;6;6;6;6;6;6;6;6;10;1;0;1;1;1;1;0;0;1;0;1;0;NA;2;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3;NA;6;4;4;3;1;2;6;1;2;2;1;2;2;1;2;3;6;5;3;5;6;6;6;6;2;1;6;1;1;3;6;6;6;6;6;6;6;4;5;1;1;1;6;5;2;6;6;6;6;2;6;1;6;NA;1;1;2;2;1;1;1;1;1;1;1;1;1;5;1;5;5;1;1;3;0;0;0;1;0
1540;1;1;1;1;2;30;Colombia;5;2;1;1;1;6;1;1;6;6;6;5;6;20;1;0;1;1;1;1;1;1;1;0;1;0;NA;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;6;1;4;1;1;1;4;2;2;2;1;2;2;1;1;1;1;6;1;4;1;1;1;1;1;4;1;1;1;1;1;1;4;1;6;6;6;1;1;1;1;1;6;4;1;4;4;4;1;1;6;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1541;1;1;1;1;2;33;Colombia;5;1;2;1;1;1;1;1;6;6;6;6;6;19;1;1;1;1;1;1;1;0;1;1;1;0;NA;1;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;5;NA;4;1;4;4;1;1;4;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;4;1;1;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;6;NA;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;2;2;3;0;0;0;1;0
1542;1;1;1;1;2;25;Sweden;5;1;2;2;4;6;2;2;5;4;5;5;4;14;0;0;0;0;0;1;0;0;0;0;0;0;NA;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;NA;6;4;5;2;2;3;1;1;2;2;1;2;1;7;4;3;3;3;6;3;3;3;2;5;7;6;6;6;6;6;7;3;5;7;7;7;3;7;7;4;7;2;5;2;2;2;2;2;3;1;4;2;3;My country is not under strict quarantine guidelines, so the questions about running out of supplies don't really apply (Sweden);2;2;4;3;4;1;3;1;1;1;2;5;3;3;2;4;3;3;1;2;0;0;0;1;0
1543;1;1;1;1;1;34;Colombia;4;1;1;1;1;6;1;1;5;3;5;6;5;23;0;0;1;1;0;1;0;0;0;0;1;0;NA;1;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;NA;4;3;3;4;2;2;2;2;2;2;2;2;2;4;4;1;1;3;6;3;4;2;2;2;2;2;4;3;4;5;2;5;5;2;5;5;4;3;4;1;5;3;5;1;1;5;4;5;1;4;3;1;2;NA;4;3;4;4;4;2;2;3;2;2;4;3;3;2;3;2;2;2;3;3;0;0;0;1;0
1544;1;1;1;1;2;36;Colombia;5;1;3;1;1;6;1;1;5;4;6;6;6;11;1;1;0;1;0;1;0;0;0;0;1;0;NA;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;5;3;6;1;1;1;4;1;2;2;1;2;2;1;2;1;5;6;1;6;1;1;1;4;3;3;1;1;1;5;1;1;1;1;1;5;1;1;5;1;1;1;6;3;1;3;6;4;1;1;6;1;6;NA;2;1;2;1;2;1;2;2;1;3;2;2;4;4;1;5;4;1;2;3;0;0;0;1;0
1545;1;1;1;1;1;29;Poland;5;1;3;1;2;5;2;4;6;6;6;6;6;24;1;1;1;1;0;1;1;0;0;0;0;0;NA;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;5;4;4;2;3;2;4;1;2;2;1;2;2;7;4;2;3;NA;5;3;2;2;4;5;7;7;7;7;7;7;7;7;4;2;5;2;4;7;7;7;7;7;7;2;2;2;2;2;4;3;5;4;5;NA;2;1;2;2;3;1;1;1;2;3;2;2;4;4;2;4;4;2;2;2;0;0;0;1;0
1546;1;1;1;1;2;24;Colombia;8;1;1;1;1;6;1;1;5;4;6;5;6;14;1;0;1;1;1;1;0;0;1;0;1;0;NA;1;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;3;NA;6;4;6;1;1;1;5;1;1;2;1;2;2;2;3;4;2;4;4;1;3;2;4;2;5;5;5;5;7;6;7;5;5;1;5;5;6;6;5;2;2;2;7;5;2;5;6;4;6;6;4;4;2;NA;2;2;4;2;4;4;2;2;1;1;3;4;5;4;3;4;3;3;2;3;0;0;0;1;0
1547;1;1;1;1;2;53;Belgium;4;1;3;1;2;6;6;5;6;6;5;5;6;17;1;1;1;1;1;1;1;1;1;0;0;0;NA;2;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;NA;5;2;4;5;1;2;3;2;2;2;2;2;2;1;7;7;7;5;7;5;7;7;7;7;7;7;7;7;7;5;7;7;7;7;7;7;5;7;7;7;7;7;7;2;2;2;2;2;5;5;5;5;NA;NA;1;1;1;1;1;1;1;1;1;2;2;2;2;5;2;5;5;1;1;NA;0;0;0;1;0
1548;1;1;1;1;2;26;Sweden;4;2;2;2;5;3;1;1;6;5;6;5;5;15;0;0;0;0;0;1;0;0;0;0;0;0;NA;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;NA;4;2;3;4;4;1;1;2;1;2;2;2;2;2;1;1;4;6;3;4;3;2;2;2;2;4;3;3;3;2;4;3;6;3;4;5;5;2;2;2;2;2;4;3;4;2;2;5;4;4;4;2;3;NA;2;1;4;4;4;2;3;2;1;1;3;2;3;3;4;4;3;1;5;2;0;0;0;1;0
1549;1;1;1;1;2;39;Colombia;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1550;1;1;1;1;2;21;Colombia;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1551;1;1;1;1;2;39;Colombia;4;2;3;1;1;5;1;1;5;5;6;6;6;20;1;0;1;1;1;1;1;1;1;0;1;0;NA;2;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;NA;6;6;4;2;2;2;2;2;2;2;1;2;2;4;4;4;4;4;4;4;2;2;2;2;4;4;2;2;2;2;2;2;2;2;5;5;5;3;5;2;2;4;5;5;4;5;6;6;4;3;5;2;5;NA;2;2;2;1;1;1;1;1;1;2;2;2;2;5;2;5;5;2;2;3;0;0;0;1;0
1552;1;1;1;1;1;35;Denmark;5;1;1;1;1;6;1;1;4;1;6;6;6;26;1;1;1;1;1;1;1;0;0;0;0;0;NA;1;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5;NA;5;2;5;2;3;2;1;1;1;2;1;2;2;3;5;4;4;2;1;3;4;5;1;1;1;4;5;5;2;1;4;1;6;6;1;4;2;5;2;1;1;5;6;1;1;3;4;1;2;3;6;3;1;NA;2;1;1;4;3;1;1;1;1;1;3;4;4;3;4;3;3;2;3;4;0;0;0;1;0
1553;1;1;1;1;1;25;Germany;5;1;4;1;3;6;1;1;6;5;6;6;6;16;1;1;1;1;1;1;1;0;1;0;0;0;NA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;NA;6;5;6;1;1;1;1;1;2;2;1;2;2;4;4;3;3;5;5;2;2;3;5;4;3;3;2;2;2;2;4;2;2;2;5;6;6;2;4;2;1;2;2;2;2;1;2;2;3;4;5;2;5;NA;4;2;2;2;2;1;1;1;1;2;2;2;4;4;3;3;4;3;3;2;0;0;0;1;0
1554;1;1;1;1;2;38;Colombia;8;1;1;1;1;6;2;2;6;5;5;5;6;18;1;1;1;1;1;1;1;1;1;0;1;0;NA;1;4;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;3;NA;6;4;5;2;2;2;4;1;1;2;2;2;2;3;4;3;3;3;2;4;2;1;2;5;2;5;2;4;4;1;4;1;2;3;4;4;5;2;3;2;1;3;6;2;2;3;3;1;2;1;6;3;6;NA;1;1;2;1;2;1;2;1;1;2;2;2;5;5;2;5;4;3;2;3;0;0;0;1;0
1555;1;1;1;1;2;34;Colombia;4;1;2;1;1;6;1;1;6;5;6;6;6;22;0;0;0;1;1;1;1;1;0;0;1;0;NA;1;NA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;NA;6;6;5;1;1;2;3;1;2;2;1;2;2;5;6;4;1;1;6;1;4;4;2;5;6;6;5;5;4;2;4;4;6;4;2;2;2;5;6;6;5;2;5;3;2;4;NA;2;4;2;5;3;4;NA;3;3;3;4;3;3;4;3;2;3;3;4;3;3;4;3;4;3;4;3;0;0;0;1;0
1556;1;1;1;1;2;25;Colombia;4;2;1;1;1;6;1;1;6;5;6;6;6;11;1;0;1;1;1;1;1;0;1;0;1;0;NA;2;3;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3;NA;5;4;2;4;1;1;4;2;2;2;1;2;2;1;4;1;5;5;3;4;1;1;1;1;4;1;1;1;1;4;1;1;1;1;6;6;6;1;4;1;1;1;6;6;5;6;1;6;1;1;6;1;6;NA;3;1;2;1;2;1;1;1;1;2;2;3;4;4;4;4;4;2;2;3;0;0;0;1;0
1557;1;1;1;1;2;46;Colombia;8;1;1;1;1;6;1;1;6;6;6;6;6;NA;1;0;1;1;1;1;1;0;1;0;1;0;NA;3;8;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1558;1;1;1;1;2;20;Colombia;4;2;4;1;1;6;1;1;6;6;5;6;6;21;1;0;1;1;0;1;0;0;0;0;1;0;NA;3;4;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;4;NA;5;2;5;4;1;2;5;1;2;2;1;2;2;2;5;2;2;3;5;2;5;4;3;6;5;5;2;4;2;6;1;4;5;2;5;6;5;4;4;2;3;3;5;4;4;1;4;2;1;1;5;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1559;1;1;1;1;2;20;Colombia;4;2;NA;1;1;6;1;1;6;6;6;6;6;15;1;0;0;1;1;1;0;0;0;0;1;0;NA;3;5;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;3;NA;6;4;6;4;1;1;1;2;2;2;1;2;2;2;4;1;6;5;4;2;1;1;1;1;2;4;2;2;1;4;1;1;1;1;6;6;4;4;1;1;4;4;6;2;2;1;1;1;5;1;6;4;2;NA;1;2;2;2;1;1;2;2;1;3;2;3;5;4;2;5;5;2;3;3;0;0;0;1;0
1560;1;1;1;1;2;23;Colombia;8;2;2;1;1;5;1;1;4;4;6;5;5;11;1;0;1;1;0;1;1;0;0;0;1;0;NA;3;4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;NA;5;4;5;3;2;1;1;1;2;2;1;2;2;2;6;4;3;3;5;2;2;4;2;2;4;4;2;2;2;2;2;3;2;4;2;5;4;2;5;2;2;5;4;5;4;1;1;4;5;5;4;5;2;NA;2;2;1;1;1;1;3;1;1;2;3;4;3;4;3;4;3;4;3;3;0;0;0;1;0
1561;1;1;1;1;2;20;Colombia;4;2;4;1;1;6;1;1;5;4;5;4;6;15;1;0;0;1;1;1;0;0;1;0;0;0;NA;3;4;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;NA;6;4;6;4;1;1;5;1;2;2;1;2;2;2;2;4;5;6;4;4;4;3;1;1;4;1;1;1;1;6;1;2;4;1;6;6;6;1;3;1;1;5;5;4;2;4;1;1;3;3;4;5;3;NA;2;2;1;2;3;2;1;2;1;3;3;2;4;5;3;4;4;4;3;3;0;0;0;1;0
1562;1;1;1;1;2;22;Colombia;4;1;1;1;1;5;1;1;5;4;5;5;6;25;1;0;0;1;1;1;0;0;1;0;1;0;NA;3;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;NA;4;4;6;6;1;1;6;1;2;2;1;2;2;6;6;5;1;1;6;1;2;5;6;5;6;6;4;4;3;6;1;7;4;1;4;5;3;6;6;3;3;6;5;6;1;4;6;6;4;5;6;6;3;NA;4;3;4;2;4;4;4;2;1;5;5;5;3;2;5;3;2;5;5;3;0;0;0;1;0
1563;1;1;1;1;2;27;NA;5;2;2;2;4;6;1;2;6;5;5;5;5;17;0;0;0;0;0;1;0;0;0;0;0;1;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;NA;4;4;5;1;2;6;3;2;2;2;2;2;2;5;6;6;2;3;6;3;5;5;5;5;4;3;4;5;3;4;3;6;6;4;3;2;3;5;5;3;5;7;7;2;1;1;2;2;5;3;4;4;4;NA;4;2;4;4;4;3;3;2;1;3;4;4;2;2;3;3;2;4;4;7;0;0;0;1;0
1564;1;1;1;1;2;30;Colombia;4;1;3;1;1;6;1;1;6;6;6;6;6;50;1;1;0;1;0;1;0;0;0;0;1;0;NA;2;5;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;4;NA;6;6;6;1;1;1;6;1;2;2;1;2;1;6;6;6;2;2;6;2;5;6;6;6;6;6;6;6;6;1;6;5;6;6;1;5;1;6;6;5;6;4;5;5;5;6;5;2;2;2;6;6;1;NA;4;4;4;4;4;4;2;1;4;5;5;5;2;2;5;3;2;5;5;3;0;0;0;1;0
1566;1;1;1;1;2;41;Colombia;4;1;1;1;1;4;2;2;5;5;5;5;5;11;0;0;0;1;0;1;0;0;0;0;1;0;NA;1;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;3;NA;4;3;5;4;5;2;5;2;2;2;1;2;2;4;4;4;3;4;3;5;2;3;2;5;3;5;5;3;2;5;2;2;5;2;5;5;5;4;4;1;2;4;4;1;1;2;5;5;3;2;5;4;4;NA;2;2;2;2;2;1;2;1;1;3;4;3;3;3;3;4;4;4;4;3;0;0;0;1;0
